Time,Amplitude
0.0,4.0
0.0006698821007502679,1.3e-05
0.0013397642015005359,-4e-06
0.0020096463022508037,-2.6e-05
0.0026795284030010718,-4.2e-05
0.00334941050375134,-5.6e-05
0.0040192926045016075,-4.7e-05
0.004689174705251876,-2.3e-05
0.0053590568060021436,-1.7e-05
0.006028938906752411,-1.4e-05
0.00669882100750268,7e-06
0.007368703108252947,1.1e-05
0.008038585209003215,-1e-05
0.008708467309753483,-2.1e-05
0.009378349410503752,-1.6e-05
0.01004823151125402,-1.2e-05
0.010718113612004287,-6e-06
0.011387995712754555,-1.5e-05
0.012057877813504822,-4.4e-05
0.012727759914255092,-6.8e-05
0.01339764201500536,-7.2e-05
0.014067524115755627,-6e-05
0.014737406216505895,-4.5e-05
0.015407288317256162,-5e-05
0.01607717041800643,-6.2e-05
0.0167470525187567,-4.4e-05
0.017416934619506965,-1.6e-05
0.018086816720257234,6e-06
0.018756698821007504,2.6e-05
0.01942658092175777,1.6e-05
0.02009646302250804,-1.4e-05
0.020766345123258305,-2.4e-05
0.021436227224008574,-2.5e-05
0.022106109324758844,-4.4e-05
0.02277599142550911,-7.7e-05
0.02344587352625938,-0.0001
0.024115755627009645,-7.7e-05
0.024785637727759914,-3.7e-05
0.025455519828510183,-5e-05
0.02612540192926045,-6.8e-05
0.02679528403001072,-2.8e-05
0.027465166130760985,-7e-06
0.028135048231511254,-3.1e-05
0.028804930332261523,-3.8e-05
0.02947481243301179,-3.9e-05
0.03014469453376206,-5.4e-05
0.030814576634512324,-4.4e-05
0.031484458735262594,-3.4e-05
0.03215434083601286,-6.2e-05
0.03282422293676313,-8.5e-05
0.0334941050375134,-7.7e-05
0.034163987138263664,-6e-05
0.03483386923901393,-5.1e-05
0.0355037513397642,-6.9e-05
0.03617363344051447,-8.8e-05
0.036843515541264735,-6.1e-05
0.03751339764201501,-2e-05
0.03818327974276527,-3e-05
0.03885316184351554,-6.4e-05
0.03952304394426581,-7.4e-05
0.04019292604501608,-8.4e-05
0.040862808145766344,-9.3e-05
0.04153269024651661,-7.1e-05
0.04220257234726688,-6.9e-05
0.04287245444801715,-0.000109
0.043542336548767414,-0.000117
0.04421221864951769,-6.6e-05
0.04488210075026795,-3e-05
0.04555198285101822,-6.8e-05
0.046221864951768485,-0.00011
0.04689174705251876,-8.5e-05
0.047561629153269024,-5.7e-05
0.04823151125401929,-7.2e-05
0.04890139335476956,-6.9e-05
0.04957127545551983,-4.9e-05
0.050241157556270094,-5.4e-05
0.05091103965702037,-6.2e-05
0.05158092175777063,-5.6e-05
0.0522508038585209,-5.7e-05
0.052920685959271165,-7.6e-05
0.05359056806002144,-0.000103
0.0542604501607717,-0.000106
0.05493033226152197,-7.6e-05
0.05560021436227224,-6e-05
0.05627009646302251,-7.8e-05
0.056939978563772774,-7.5e-05
0.05760986066452305,-4.1e-05
0.05827974276527331,-2.1e-05
0.05894962486602358,-3.1e-05
0.059619506966773844,-4.9e-05
0.06028938906752412,-6.1e-05
0.06095927116827438,-6.8e-05
0.06162915326902465,-7.5e-05
0.06229903536977492,-7.9e-05
0.06296891747052519,-8.4e-05
0.06363879957127545,-9.2e-05
0.06430868167202572,-7.8e-05
0.06497856377277599,-5e-05
0.06564844587352626,-6.8e-05
0.06631832797427653,-0.000108
0.0669882100750268,-9.6e-05
0.06765809217577706,-6e-05
0.06832797427652733,-6.2e-05
0.0689978563772776,-7.8e-05
0.06966773847802786,-6.8e-05
0.07033762057877814,-4.6e-05
0.0710075026795284,-3.4e-05
0.07167738478027867,-2.2e-05
0.07234726688102894,-3.2e-05
0.0730171489817792,-7.3e-05
0.07368703108252947,-0.000101
0.07435691318327974,-8.3e-05
0.07502679528403002,-5.4e-05
0.07569667738478028,-5.7e-05
0.07636655948553055,-6.3e-05
0.07703644158628081,-4.3e-05
0.07770632368703108,-2.2e-05
0.07837620578778134,-1.9e-05
0.07904608788853162,-2.1e-05
0.07971596998928189,-2.6e-05
0.08038585209003216,-3.7e-05
0.08105573419078242,-4.3e-05
0.08172561629153269,-4.9e-05
0.08239549839228295,-7.1e-05
0.08306538049303322,-9.4e-05
0.0837352625937835,-9.9e-05
0.08440514469453377,-7.7e-05
0.08507502679528403,-3.5e-05
0.0857449088960343,-1.5e-05
0.08641479099678456,-2.2e-05
0.08708467309753483,-1.1e-05
0.0877545551982851,1.3e-05
0.08842443729903537,8e-06
0.08909431939978564,-2.2e-05
0.0897642015005359,-4e-05
0.09043408360128617,-4.2e-05
0.09110396570203644,-6.2e-05
0.0917738478027867,-8.8e-05
0.09244372990353697,-8.9e-05
0.09311361200428725,-9e-05
0.09378349410503752,-0.000106
